# Wavelength [nm], EQE [%]
6.399850000000000136e+02 7.308020000000000082e-08 6.399850000000000136e+02 4.637514999999999787e+01
6.499850000000000136e+02 7.750400000000000368e-08 6.499850000000000136e+02 4.434586999999999790e+01
6.599790000000000418e+02 7.932295000000000555e-08 6.599790000000000418e+02 3.826136000000000337e+01
6.699660000000000082e+02 8.443069999999999383e-08 6.699660000000000082e+02 2.731942000000000093e+01
6.800240000000000009e+02 9.041150000000000196e-08 6.800240000000000009e+02 1.602395999999999887e+01
6.899990000000000236e+02 9.607219999999999917e-08 6.899990000000000236e+02 8.491682000000000841e+00
6.999669999999999845e+02 8.927645000000000266e-08 6.999669999999999845e+02 4.200972000000000151e+00
7.100030000000000427e+02 9.092079999999999978e-08 7.100030000000000427e+02 1.835987000000000036e+00
7.200339999999999918e+02 9.352565000000000077e-08 7.200339999999999918e+02 8.409353000000000522e-01
7.299819999999999709e+02 9.157564999999999985e-08 7.299819999999999709e+02 3.600777000000000005e-01
7.399980000000000473e+02 9.339464999999999781e-08 7.399980000000000473e+02 1.701660000000000117e-01
7.500080000000000382e+02 9.055705000000000421e-08 7.500080000000000382e+02 9.128145000000000009e-02
7.600109999999999673e+02 1.001759999999999965e-07 7.600109999999999673e+02 5.247650000000000231e-02
7.700049999999999955e+02 1.081790000000000054e-07 7.700049999999999955e+02 3.801315999999999723e-02
7.799930000000000518e+02 7.631069999999999788e-08 7.799930000000000518e+02 4.274284999999999890e-02
7.899729999999999563e+02 8.149119999999999586e-08 7.899729999999999563e+02 3.831425000000000108e-02
8.000199999999999818e+02 8.460529999999999858e-08 8.000199999999999818e+02 3.606981000000000076e-02
8.099850000000000136e+02 8.221880000000000563e-08 0.000000000000000000e+00 0.000000000000000000e+00
8.200170000000000528e+02 2.672330000000000213e-07 0.000000000000000000e+00 0.000000000000000000e+00
8.299660000000000082e+02 4.525374999999999850e-07 0.000000000000000000e+00 0.000000000000000000e+00
8.399819999999999709e+02 1.827440000000000117e-07 0.000000000000000000e+00 0.000000000000000000e+00
8.499900000000000091e+02 7.923564999999999655e-08 0.000000000000000000e+00 0.000000000000000000e+00
8.599890000000000327e+02 7.412789999999999504e-08 0.000000000000000000e+00 0.000000000000000000e+00
8.699800000000000182e+02 1.146405000000000001e-07 0.000000000000000000e+00 0.000000000000000000e+00
8.800370000000000346e+02 5.280055000000000093e-07 0.000000000000000000e+00 0.000000000000000000e+00
8.900119999999999436e+02 5.041109999999999538e-07 0.000000000000000000e+00 0.000000000000000000e+00
8.999769999999999754e+02 4.364425000000000252e-07 0.000000000000000000e+00 0.000000000000000000e+00
9.100080000000000382e+02 4.257325000000000040e-07 0.000000000000000000e+00 0.000000000000000000e+00
9.200289999999999964e+02 5.228540000000000045e-07 0.000000000000000000e+00 0.000000000000000000e+00
9.299690000000000509e+02 2.037569999999999895e-07 0.000000000000000000e+00 0.000000000000000000e+00
9.399710000000000036e+02 2.860634999999999992e-07 0.000000000000000000e+00 0.000000000000000000e+00
9.499660000000000082e+02 3.401964999999999983e-07 0.000000000000000000e+00 0.000000000000000000e+00
9.600259999999999536e+02 2.174359999999999891e-07 0.000000000000000000e+00 0.000000000000000000e+00
9.700000000000000000e+02 2.095479999999999915e-07 0.000000000000000000e+00 0.000000000000000000e+00
9.799660000000000082e+02 5.204385000000000316e-07 0.000000000000000000e+00 0.000000000000000000e+00
9.899969999999999573e+02 5.009969999999999697e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.000017000000000053e+03 3.799230000000000067e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.010027000000000044e+03 1.714805000000000114e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.020027000000000044e+03 1.447634999999999979e-07 0.000000000000000000e+00 0.000000000000000000e+00
1.030016000000000076e+03 8.841789999999999925e-08 0.000000000000000000e+00 0.000000000000000000e+00
1.039996000000000095e+03 7.197420000000000402e-08 0.000000000000000000e+00 0.000000000000000000e+00
1.049964999999999918e+03 6.661910000000000128e-08 0.000000000000000000e+00 0.000000000000000000e+00
